ID,TITLE,TYPE,RELEASE_YEAR,AGE_CERTIFICATION,RUNTIME,GENRE,PRODUCTION_COUNTRIES,SEASONS,IMDB_SCORE,IMDB_VOTES
tm475836,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,MOVIE,2019,-,30,"[comedy, music]",[US],-,-,-
tm524282,Invader ZIM: Enter the Florpus,MOVIE,2019,-,71,"[drama, animation, action, family, fantasy, comedy, scifi, thriller, horror]",[US],-,7.4,5796
tm857051,Forensic,MOVIE,2020,PG-13,134,"[crime, thriller]",[IN],-,6.8,5124
ts223126,The Confession Killer,SHOW,2019,TV-14,48,"[crime, documentation]",[US],1,7.4,8984
ts90621,Kota Factory,SHOW,2019,TV-MA,39,"[drama, comedy]",[IN],2,9.1,69316
tm451548,The Fable,MOVIE,2019,-,123,"[comedy, action]",[JP],-,6.5,1838
ts223077,Broken,SHOW,2019,-,60,[documentation],[US],1,-,-
tm469008,How High 2,MOVIE,2019,-,89,[comedy],[US],-,3,1123
tm816038,Violet Evergarden: Eternity and the Auto Memories Doll,MOVIE,2019,-,90,"[family, animation, drama, fantasy]",[JP],-,7.4,4692
ts357033,A Love So Beautiful,SHOW,2020,-,23,"[comedy, drama]",[KR],1,-,-
ts236725,Lenox Hill,SHOW,2020,TV-MA,48,[documentation],[US],1,8.6,2311
tm812916,The Stronghold,MOVIE,2020,-,105,"[crime, thriller, action, european]",[FR],-,6.9,10013
ts255880,Dream Home Makeover,SHOW,2020,TV-G,27,[reality],[US],3,5.6,1101
ts113637,The AlcÃ sser Murders,SHOW,2019,TV-MA,61,"[documentation, crime]",[ES],1,7.1,2127
tm845535,Coded Bias,MOVIE,2020,-,86,[documentation],"[US, CN, GB]",-,6.7,2311
tm447159,The Kindness of Strangers,MOVIE,2019,-,114,"[drama, european]","[US, FR, SE, GB, DE, DK, CA]",-,6.4,3747
ts89119,The Disappearance of Madeleine McCann,SHOW,2019,TV-14,55,"[crime, documentation]",[GB],1,6.6,10691
ts251617,Connected,SHOW,2020,TV-14,44,"[documentation, comedy]",[US],1,7.5,1724
ts103890,The InBESTigators,SHOW,2019,-,19,"[comedy, crime, family]",[AU],2,8.1,804
tm938793,I Am Woman,MOVIE,2020,-,116,"[drama, music, romance, history]",[AU],-,6.5,2296
tm897732,Bigfoot Family,MOVIE,2020,G,97,"[animation, family]","[BE, FR]",-,5.8,2723
ts225460,Freud,SHOW,2020,TV-MA,53,[drama],"[DE, AT]",1,-,-
tm924991,Death of Me,MOVIE,2020,R,95,"[horror, thriller]","[US, TH]",-,4.4,6176
ts277126,Black Space,SHOW,2020,TV-MA,46,"[crime, drama, thriller]",[IL],2,6.7,1834
ts110703,Interior Design Masters,SHOW,2019,-,54,[reality],[GB],3,6.4,1420
ts84129,No Good Nick,SHOW,2019,TV-PG,29,"[comedy, family, drama]",[US],2,5.9,2920
tm893799,Lost Bullet,MOVIE,2020,-,92,"[thriller, action, crime]","[BE, FR]",-,6.3,9479
ts237104,History 101,SHOW,2020,TV-PG,22,"[documentation, history]",[GB],2,6.8,4100
tm430171,Screwball,MOVIE,2019,-,105,"[history, documentation]",[US],-,7.1,1713
tm848996,Tigertail,MOVIE,2020,PG,91,[drama],[US],-,6.6,3589
tm846964,A Fall from Grace,MOVIE,2020,-,120,"[thriller, drama, fantasy]",[US],-,5.8,15341
tm902330,Ghosts of War,MOVIE,2020,R,94,"[war, fantasy, horror, thriller]",[GB],-,5.5,9953
tm450478,Under the Eiffel Tower,MOVIE,2019,-,87,"[romance, comedy]",[US],-,5.4,1031
ts89583,Trailer Park Boys: The Animated Series,SHOW,2019,TV-MA,25,"[animation, comedy]",[CA],2,7.5,2983
ts238242,The Great Heist,SHOW,2020,TV-MA,42,"[crime, drama, thriller]",[CO],1,7.3,2561
tm826563,A Cinderella Story: Christmas Wish,MOVIE,2019,PG,93,"[music, romance, fantasy, comedy]",[US],-,5.3,-
tm500565,Friendsgiving,MOVIE,2020,R,95,"[comedy, drama]",[US],-,4.4,2875
tm887369,Jerry Seinfeld: 23 Hours to Kill,MOVIE,2020,-,60,[comedy],[US],-,6.7,5128
tm844642,Michelle Wolf: Joke Show,MOVIE,2019,-,59,[comedy],[US],-,7.2,1621
tm981451,Death to 2020,MOVIE,2020,-,71,[comedy],"[GB, US]",-,6.8,38522
tm822832,Lingua Franca,MOVIE,2020,-,95,[drama],"[PH, US]",-,6.5,698
ts236051,The Least Expected Day: Inside the Movistar Team 2019,SHOW,2020,TV-MA,30,"[documentation, sport]",[ES],3,7.4,765
tm680024,Surviving R. Kelly: The Impact,MOVIE,2019,-,120,[documentation],[US],-,6.1,100
tm678851,Article 15,MOVIE,2019,-,130,"[crime, drama, thriller]",[IN],-,8.2,33033
tm935895,The Life Ahead,MOVIE,2020,PG-13,94,"[drama, european]","[IT, US]",-,6.8,14170
tm855535,The Hater,MOVIE,2020,-,135,"[drama, thriller, european]",[PL],-,-,-
tm893816,Desperados,MOVIE,2020,-,105,"[comedy, romance]",[US],-,5.2,10269
ts223238,My Holo Love,SHOW,2020,TV-14,53,"[drama, scifi, romance]",[KR],1,7.6,2511
ts88296,Ares,SHOW,2020,TV-MA,29,"[thriller, horror, drama]",[NL],1,5.7,4389
ts86744,Romance Is a Bonus Book,SHOW,2019,-,63,"[drama, comedy, romance]",[KR],1,8,5278
ts106141,The Chosen One,SHOW,2019,TV-MA,44,"[thriller, drama]",[BR],2,5.7,701
tm860965,Dave Chappelle: The Kennedy Center Mark Twain Prize,MOVIE,2020,-,86,[comedy],[US],-,7.4,2179
tm371882,Ne Zha,MOVIE,2019,PG-13,110,[fantasy],[CN],-,-,-
tm890674,Becoming,MOVIE,2020,PG,89,[documentation],[US],-,6.8,6349
ts189422,Home for Christmas,SHOW,2019,TV-MA,29,"[comedy, drama, romance]",[NO],2,7.7,13794
tm447520,Sebastian Maniscalco: Stay Hungry,MOVIE,2019,-,65,[comedy],[US],-,7,1324
tm977997,Captain Underpants: Mega Blissmas,MOVIE,2020,G,46,"[animation, comedy, family]",[US],-,5.2,160
ts89028,Delhi Crime,SHOW,2019,TV-MA,35,"[drama, crime]",[IN],2,8.5,19158
ts187070,Pup Academy,SHOW,2019,TV-Y,27,"[family, comedy]",[US],2,6.5,512
ts252122,The Possessed,SHOW,2020,TV-MA,9,"[thriller, horror]",[KR],1,5.7,931
ts111206,Fast & Furious Spy Racers,SHOW,2019,TV-Y7,24,"[family, animation, action, drama, comedy, crime]",[US],6,5.7,1467
ts90995,1994,SHOW,2019,TV-MA,178,"[documentation, history]",[MX],1,7.6,524
tm812998,Miracle in Cell No. 7,MOVIE,2019,-,132,[drama],[TR],-,8.2,47771
ts223192,Hospital Playlist,SHOW,2020,TV-14,93,"[drama, comedy]",[KR],2,8.8,5099
ts254600,The Playbook,SHOW,2020,TV-MA,34,"[documentation, sport]",[US],1,7.4,1395
tm857430,The Occupant,MOVIE,2020,R,103,"[thriller, european, horror, drama]",[ES],-,6.4,17289
ts226588,100 Humans: Life's Questions. Answered.,SHOW,2020,TV-14,37,"[documentation, reality]",[US],1,5.7,4055
ts242244,Japan Sinks: 2020,SHOW,2020,TV-MA,26,"[action, scifi, animation, drama]",[JP],1,6.4,2992
ts268608,The Ripper,SHOW,2020,TV-MA,49,"[documentation, crime]",[GB],1,7.1,9461
ts189405,Killer Ratings,SHOW,2019,TV-MA,50,"[documentation, crime]",[BR],1,7.6,1711
tm452573,Gabriel Iglesias: One Show Fits All,MOVIE,2019,-,90,"[comedy, documentation]",[US],-,7.2,1830
ts254916,The Cabin with Bert Kreischer,SHOW,2020,TV-MA,27,"[comedy, reality]",[],1,6.6,1637
tm834664,Nikki Glaser: Bangin',MOVIE,2019,-,63,[comedy],[US],-,6.1,1669
ts251028,Detention,SHOW,2020,TV-MA,49,"[drama, horror, thriller]",[TW],1,6.3,512
ts103213,Queen Sono,SHOW,2020,TV-MA,43,"[thriller, action, crime, drama]",[ZA],2,5.9,1240
tm493511,The Sky Is Pink,MOVIE,2019,-,143,"[family, drama, romance]",[IN],-,7.5,8664
ts268508,Alien Worlds,SHOW,2020,TV-PG,44,"[documentation, scifi, animation]",[GB],1,6.5,3596
ts92547,Rise of Empires: Ottoman,SHOW,2020,-,45,"[drama, history, war, documentation, action]",[TR],2,7.9,22274
ts88744,Losers,SHOW,2019,TV-MA,8,"[documentation, sport, comedy, european]",[GB],1,7.6,1766
tm883441,Money Heist: The Phenomenon,MOVIE,2020,-,57,[documentation],[ES],-,7.4,3482
tm847430,Words Bubble Up Like Soda Pop,MOVIE,2020,-,87,"[animation, drama]",[JP],-,-,-
tm922532,Freaks â€“ You're One of Us,MOVIE,2020,NC-17,93,"[fantasy, thriller, drama, action, scifi]",[DE],-,5.4,5809
ts221293,The King: Eternal Monarch,SHOW,2020,-,71,"[drama, scifi]",[KR],1,-,-
ts217719,Basketball or Nothing,SHOW,2019,TV-PG,34,"[documentation, sport]",[US],1,7.4,623
ts226602,How to Fix a Drug Scandal,SHOW,2020,TV-MA,53,"[documentation, crime]",[US],1,7,3298
ts255104,Deaf U,SHOW,2020,TV-MA,19,"[reality, documentation, drama]",[US],1,6.4,466
tm885860,Hannah Gadsby: Douglas,MOVIE,2020,-,72,[comedy],[AU],-,-,-
ts101060,Merry Happy Whatever,SHOW,2019,TV-PG,26,[comedy],[US],1,6.4,4542
ts222367,We Are the Wave,SHOW,2019,-,49,[drama],[DE],1,6.2,2687
ts86365,Rilakkuma and Kaoru,SHOW,2019,TV-PG,12,"[animation, comedy, drama, family]",[JP],1,8.2,1616
tm453850,Time to Hunt,MOVIE,2020,-,135,"[thriller, drama, action, scifi, crime]",[KR],-,6.3,5621
ts91124,Love Alarm,SHOW,2019,TV-MA,52,"[scifi, drama, romance, comedy]",[KR],2,6.8,5534
ts222634,Nobody's Looking,SHOW,2019,TV-MA,26,"[comedy, drama, fantasy]",[BR],1,7.7,2024
ts223589,"Sex, Explained",SHOW,2020,TV-MA,22,[documentation],[US],1,6.9,3215
tm472195,Almost Love,MOVIE,2019,-,94,"[comedy, drama, romance]",[US],-,5.7,1133
ts317497,The Neighbor,SHOW,2019,TV-MA,29,"[comedy, action]",[ES],2,6.5,2152
ts256783,We Are the Champions,SHOW,2020,TV-MA,32,[documentation],[US],1,7.1,1415
tm455059,We Die Young,MOVIE,2019,R,93,"[thriller, drama, action, crime, european]","[BG, US]",-,5.2,4181
tm893680,Jo Koy: In His Elements,MOVIE,2020,-,55,[comedy],[US],-,5.4,469
tm888080,The Last Days of American Crime,MOVIE,2020,-,149,"[action, crime, thriller, scifi, drama]",[US],-,3.7,11465
tm854669,Taylor Tomlinson: Quarter-Life Crisis,MOVIE,2020,-,61,[comedy],[US],-,7.4,3791
ts222933,Who Killed Little Gregory?,SHOW,2019,-,60,"[documentation, crime, thriller, drama]",[FR],1,7.4,2952
ts223982,Until Dawn,SHOW,2020,-,21,"[reality, comedy]",[FR],1,2.4,149
ts89876,Lunatics,SHOW,2019,TV-MA,36,[comedy],[US],1,6.5,3179
tm917036,The Speed Cubers,MOVIE,2020,-,41,[documentation],[US],-,-,-
ts218277,Apache: The Life of Carlos Tevez,SHOW,2019,TV-MA,47,"[crime, drama, sport, thriller]",[AR],1,7.2,1616
ts315066,Vampires,SHOW,2020,TV-MA,40,"[scifi, fantasy, horror, drama]",[FR],1,5.7,1289
ts223659,Jamtara â€“ Sabka Number Ayega,SHOW,2020,-,27,"[drama, crime]",[IN],1,7.2,6319
ts219422,When the Camellia Blooms,SHOW,2019,-,55,"[drama, romance, thriller, comedy]",[KR],1,7.9,2459
tm458127,Human Nature,MOVIE,2019,-,107,"[documentation, thriller]",[US],-,7.7,1608
ts225102,Record of Youth,SHOW,2020,TV-14,73,"[drama, romance]",[KR],1,7.2,2381
ts88336,Dating Around,SHOW,2019,-,27,"[reality, romance]",[US],2,6.3,1208
ts102933,Les de l'hoquei,SHOW,2019,TV-MA,51,"[drama, sport]",[ES],2,6.8,437
tm454375,Benchwarmers 2: Breaking Balls,MOVIE,2019,PG-13,90,"[comedy, sport]",[US],-,4.1,967
tm838687,Holiday in the Wild,MOVIE,2019,-,85,"[romance, comedy, drama]",[US],-,6.1,15216
ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,2020,TV-MA,47,"[drama, history]",[US],1,7.3,11711
ts254568,The Last Word,SHOW,2020,TV-MA,41,"[drama, comedy]",[DE],1,7,961
tm848995,Jingle Jangle: A Christmas Journey,MOVIE,2020,PG,122,"[fantasy, music, family]",[US],-,6.4,18374
ts105192,The Unlisted,SHOW,2019,-,24,"[scifi, thriller, family]",[AU],1,6.5,968
tm470560,Circus of Books,MOVIE,2019,-,92,"[documentation, history]",[US],-,7.1,4624
ts272134,Transformers: War for Cybertron: Earthrise,SHOW,2020,TV-Y7,24,"[animation, action, scifi]",[US],1,-,-
ts219895,Tiny Pretty Things,SHOW,2020,TV-MA,56,"[thriller, drama]",[US],1,5.9,9252
tm883189,Dangerous Lies,MOVIE,2020,-,96,"[thriller, horror, drama, comedy, crime]",[US],-,5.3,16943
tm1127695,The Endless Trench,MOVIE,2019,-,148,"[drama, history, thriller, war, action, european]","[ES, FR]",-,7.2,6400
tm469400,BrenÃ© Brown: The Call to Courage,MOVIE,2019,-,76,"[documentation, drama]",[US],-,7.7,1552
tm670553,Your Name Engraved Herein,MOVIE,2020,-,118,"[drama, romance]",[TW],-,7.2,5938
tm942240,Dance of the Forty One,MOVIE,2020,-,99,"[drama, history]","[BR, MX]",-,6.8,4386
tm839411,Me Against You: Mr. S's Vendetta,MOVIE,2020,-,64,"[comedy, family, european]",[IT],-,1.6,370
ts226468,Summertime,SHOW,2020,TV-MA,43,"[drama, comedy, romance]",[IT],3,6,2732
tm823355,Inside Man: Most Wanted,MOVIE,2019,R,106,"[action, thriller, crime]",[US],-,5.6,3967
ts110635,Luna Nera,SHOW,2020,TV-MA,45,"[drama, fantasy, thriller, scifi]",[IT],1,5.9,2996
ts215718,Extracurricular,SHOW,2020,TV-MA,55,"[drama, crime]",[KR],1,-,-
ts87224,Always a Witch,SHOW,2019,TV-14,38,"[scifi, drama, fantasy]",[CO],2,6.2,2474
ts192297,Morphle,SHOW,2019,TV-Y,10,"[animation, family]","[NL, GB]",5,5.2,83
tm857187,Tom Segura: Ball Hog,MOVIE,2020,-,70,[comedy],[US],-,7.3,2967
ts224198,Rugal,SHOW,2020,TV-MA,60,"[action, crime, thriller, scifi, drama]",[KR],1,-,-
tm814671,Secret Obsession,MOVIE,2019,-,97,"[drama, thriller]",[US],-,4.4,21578
ts87372,Ultramarine Magmell,SHOW,2019,TV-14,24,"[animation, action, fantasy]",[JP],1,6,627
ts93981,Monarca,SHOW,2019,TV-MA,44,[drama],[MX],2,7.8,3264
ts103209,Exhibit A,SHOW,2019,TV-14,36,"[documentation, thriller, crime, family]",[US],1,6.3,1055
ts218564,"Breakfast, Lunch & Dinner",SHOW,2019,TV-MA,44,[documentation],[US],1,6.7,1066
tm472411,Iron Fists and Kung Fu Kicks,MOVIE,2019,-,108,"[documentation, history]",[AU],-,6.6,1146
tm826368,American Son,MOVIE,2019,-,90,[drama],[US],-,5.8,7004
tm824559,"Bikram: Yogi, Guru, Predator",MOVIE,2019,-,86,"[crime, documentation]",[US],-,6.7,7525
tm376739,Bethany Hamilton: Unstoppable,MOVIE,2019,PG,99,"[documentation, sport]",[US],-,7.4,736
ts108593,The Unsettling,SHOW,2019,TV-14,23,"[crime, fantasy, horror, scifi, thriller]",[US],1,5.2,717
ts223948,The Goop Lab,SHOW,2020,TV-MA,33,"[documentation, reality]",[],1,2.5,3333
ts223456,Pandemic: How to Prevent an Outbreak,SHOW,2020,TV-14,48,[documentation],[US],1,6.3,2762
tm814644,Coffee & Kareem,MOVIE,2020,-,88,"[crime, action, comedy]",[US],-,5.1,13535
tm458326,Walk. Ride. Rodeo.,MOVIE,2019,-,100,[drama],[US],-,6.4,2407
tm449594,Brother,MOVIE,2019,-,96,"[drama, european]",[FR],-,6.7,1066
ts268551,Run On,SHOW,2020,-,70,[drama],[KR],1,-,-
ts226617,The Innocence Files,SHOW,2020,TV-MA,64,"[documentation, crime, drama]",[US],1,8,2622
tm454824,Silver Skates,MOVIE,2020,-,136,"[history, romance, action, drama, family]",[RU],-,7.1,5946
ts220248,Hyperdrive,SHOW,2019,TV-PG,48,[reality],[US],1,-,-
ts270439,Best Leftovers Ever!,SHOW,2020,TV-G,36,[reality],[US],1,5.6,526
tm853113,Thomas & Friends: Marvelous Machinery,MOVIE,2020,-,59,"[fantasy, animation, action, family]",[],-,6.1,16
tm885805,Debt Collectors,MOVIE,2020,R,97,"[action, comedy, crime]",[US],-,5.8,4347
ts91087,One Spring Night,SHOW,2019,-,47,"[drama, romance]",[KR],1,7.9,2601
ts90645,Drug Squad: Costa del Sol,SHOW,2019,TV-MA,64,"[drama, crime, action, thriller, romance]",[ES],1,6.7,571
ts236033,#blackAF,SHOW,2020,TV-MA,37,[comedy],[US],1,-,-
tm453994,The Body Remembers When the World Broke Open,MOVIE,2019,-,105,"[drama, european]","[NO, CA]",-,6.9,757
ts220552,Power Players,SHOW,2019,-,11,"[comedy, fantasy, scifi, animation, action]","[FR, US]",1,6,90
ts254737,Mighty Express,SHOW,2020,TV-Y,17,[animation],[CA],6,-,-
ts104483,Typewriter,SHOW,2019,TV-MA,50,"[thriller, horror, drama]",[IN],1,6.5,3887
ts106015,Kengan Ashura,SHOW,2019,TV-MA,25,"[animation, action, sport]",[JP],2,8,4869
ts107963,Restaurants on the Edge,SHOW,2019,TV-14,47,[reality],[],2,6.8,978
ts218803,Diagnosis,SHOW,2019,-,48,"[documentation, reality]",[US],2,-,-
tm458328,Badla,MOVIE,2019,PG-13,120,"[thriller, crime, drama]",[IN],-,7.8,27539
tm838869,Wonder Boy,MOVIE,2019,-,99,"[documentation, european]",[FR],-,-,-
tm470836,The Show Must Go On: The Queen + Adam Lambert Story,MOVIE,2019,-,81,"[music, documentation]",[US],-,7.8,1979
tm840438,Mike Birbiglia: The New One,MOVIE,2019,-,85,[comedy],[],-,7.7,1845
ts225860,Bloodride,SHOW,2020,TV-MA,29,"[scifi, thriller, action]",[NO],1,-,-
ts89231,You vs. Wild,SHOW,2019,TV-PG,19,"[reality, action]",[US],2,6.6,2606
tm495609,Game Over,MOVIE,2019,-,102,"[drama, thriller, horror, scifi]",[IN],-,7,7402
ts225162,Babies,SHOW,2020,TV-PG,39,"[documentation, reality]",[US],2,-,-
ts105645,Historical Roasts,SHOW,2019,TV-MA,29,[comedy],[US],1,5.3,1716
tm833638,The Forest of Love,MOVIE,2019,-,151,"[drama, crime, horror, thriller]",[JP],-,6.3,2522
ts288353,Omniscient,SHOW,2020,-,46,"[scifi, drama, thriller]",[BR],1,6.5,2128
ts110637,Mortel,SHOW,2019,TV-MA,52,"[horror, scifi, crime, drama, fantasy]",[FR],2,6.4,1452
tm453903,Elisa & Marcela,MOVIE,2019,-,118,"[drama, romance, european]",[ES],-,6.6,4780
tm461829,The Hard Way,MOVIE,2019,-,94,[action],[US],-,4.8,3250
tm446581,The Edge of Democracy,MOVIE,2019,-,121,"[documentation, history]",[BR],-,7.3,14758
tm831873,The Crimes That Bind,MOVIE,2020,-,99,"[crime, drama, thriller]",[AR],-,6.7,3973
ts90063,Put Your Head on My Shoulder,SHOW,2019,TV-Y7,41,"[drama, comedy, romance]",[CN],1,8,2191
tm868777,"Love, Guaranteed",MOVIE,2020,-,90,"[comedy, romance]",[US],-,5.6,17352
tm483997,The Kissing Booth 2,MOVIE,2020,-,134,"[comedy, romance]",[GB],-,5.7,31123
tm838876,Undercover Brother 2,MOVIE,2019,R,85,"[comedy, action]",[US],-,3.4,690
ts225718,La RÃ©volution,SHOW,2020,TV-MA,46,"[drama, thriller, action, fantasy]",[FR],1,6.6,5598
ts222609,Chocolate,SHOW,2019,-,55,[drama],[KR],1,-,-
tm819054,Dear Mother,MOVIE,2020,-,98,"[comedy, drama]","[BE, FR]",-,5.8,1425
ts236388,The Circle France,SHOW,2020,-,47,[reality],[FR],1,7.4,719
ts216474,The Trial,SHOW,2019,TV-MA,50,"[crime, thriller, drama]",[IT],1,7.2,3151
ts86927,Touch Your Heart,SHOW,2019,TV-MA,63,"[drama, comedy, romance]",[KR],1,7.6,3252
tm915043,The F**k-It List,MOVIE,2020,R,103,[comedy],[US],-,5.1,5866
ts187443,The Minions of Midas,SHOW,2020,TV-MA,53,"[crime, drama, thriller]",[ES],1,6.6,4134
tm827304,LEGO Marvel Spider-Man: Vexed by Venom,MOVIE,2019,-,21,"[animation, action, comedy, family]",[US],-,5.6,311
tm954303,Ni de coÃ±a,MOVIE,2020,-,90,"[comedy, european]","[CO, ES]",-,2.8,387
ts217356,Betaal,SHOW,2020,TV-MA,47,"[thriller, action, horror]",[IN],1,5.4,8998
ts220983,My Country: The New Age,SHOW,2019,-,75,"[drama, action]",[KR],1,-,-
tm917846,The Letter Reader,MOVIE,2019,-,29,[drama],[ZA],-,-,-
ts213544,Rookie Historian Goo Hae-Ryung,SHOW,2019,-,43,"[romance, comedy, drama, history]",[KR],1,8.1,2060
ts251061,Legend of Exorcism,SHOW,2020,TV-14,20,"[scifi, action, fantasy, animation]",[CN],2,7.7,93
tm467467,Homecoming: A Film by BeyoncÃ©,MOVIE,2019,PG-13,137,"[documentation, music]",[US],-,7.5,7085
ts312044,Beyblade Burst Surge,SHOW,2020,TV-Y,23,[animation],[JP],1,8.3,30
ts221174,Ricky Zoom,SHOW,2019,TV-Y,12,"[animation, family]",[CN],2,6.3,95
tm467848,NiNoKuni,MOVIE,2019,PG-13,106,"[family, fantasy, romance, animation, action]",[JP],-,6.1,3338
tm917974,Hard Kill,MOVIE,2020,R,98,"[thriller, action]",[US],-,3.3,19750
tm848443,World Famous Lover,MOVIE,2020,-,156,"[romance, drama]",[IN],-,5,3206
ts223895,"Hi Bye, Mama!",SHOW,2020,-,63,"[scifi, comedy, drama, fantasy]",[KR],2,7.9,1639
tm917822,The 2nd,MOVIE,2020,-,93,"[action, drama]",[US],-,3.8,8590
ts269501,BREAK IT ALL: The History of Rock in Latin America,SHOW,2020,TV-MA,50,"[documentation, music]",[AR],1,7.6,1230
ts269442,The Surgeon's Cut,SHOW,2020,TV-14,54,[documentation],[],1,8.5,1027
tm889018,Nobody Knows I'm Here,MOVIE,2020,-,91,"[drama, music]",[CL],-,6.5,4148
tm843768,John Mulaney & The Sack Lunch Bunch,MOVIE,2019,PG,70,"[comedy, family]",[US],-,7.4,3532
tm846166,Pets United,MOVIE,2019,-,89,"[comedy, animation]","[CN, DE, GB]",-,3.7,2754
tm819107,Aziz Ansari: Right Now,MOVIE,2019,-,65,[comedy],[US],-,7.5,5161
tm886086,Seized,MOVIE,2020,R,85,"[action, thriller]",[US],-,5.3,2270
tm847629,Dolly Parton: Here I Am,MOVIE,2019,-,89,"[documentation, music]",[GB],-,7.3,1502
ts89048,My First First Love,SHOW,2019,TV-PG,48,[drama],[KR],2,7.5,2246
ts88937,Shadow,SHOW,2019,TV-MA,43,"[crime, action, drama, thriller]",[ZA],1,6.5,969
ts82739,Women of the Night,SHOW,2019,TV-MA,47,"[drama, crime]","[NL, BE]",2,6.3,879
ts251615,(Un)Well,SHOW,2020,TV-MA,52,"[documentation, reality]",[US],1,6.4,1068
ts89832,Abyss,SHOW,2019,TV-14,63,"[scifi, crime, fantasy, romance, comedy]",[KR],1,7.1,2324
ts216493,The Naked Director,SHOW,2019,TV-MA,50,"[drama, comedy]",[JP],2,7.7,6147
tm375446,Asphalt Burning,MOVIE,2020,-,100,"[comedy, action, european]","[NO, DE]",-,5.1,2315
tm881859,A Secret Love,MOVIE,2020,-,83,"[documentation, drama]",[US],-,7.8,4409
ts217891,SAINT SEIYA: Knights of the Zodiac,SHOW,2019,TV-14,24,"[animation, action, scifi, fantasy]",[US],2,4.5,1846
tm986700,All My Friends Are Dead,MOVIE,2020,-,95,"[comedy, drama, thriller, crime]",[PL],-,5.8,6299
tm674099,Rose Island,MOVIE,2020,-,117,"[drama, comedy]",[IT],-,7,20555
tm434830,The Grizzlies,MOVIE,2019,R,106,"[drama, sport]",[CA],-,7.4,2194
ts254982,Nadiya Bakes,SHOW,2020,-,29,[documentation],[GB],1,-,-
tm473601,The Son,MOVIE,2019,-,92,[thriller],[AR],-,-,-
tm475162,American Woman,MOVIE,2019,R,85,[drama],"[CA, US]",-,-,-
ts88841,The School Nurse Files,SHOW,2020,TV-14,51,"[scifi, fantasy, comedy, drama]",[KR],1,6.4,1195
ts104840,Skylines,SHOW,2019,TV-MA,57,"[crime, drama, music, documentation, reality]",[DE],1,7.5,2658
tm814734,Kidnapping Stella,MOVIE,2019,-,89,"[crime, thriller]",[DE],-,4.9,6008
tm912373,Jim Jefferies: Intolerant,MOVIE,2020,-,66,[comedy],[US],-,7.2,2872
tm916997,Work It,MOVIE,2020,PG-13,93,"[comedy, music]",[US],-,6.1,13242
tm465408,Burning Cane,MOVIE,2019,-,77,[drama],[US],-,5.5,633
tm826473,A Sun,MOVIE,2019,-,155,"[crime, drama]",[TW],-,-,-
tm932595,A Babysitter's Guide to Monster Hunting,MOVIE,2020,PG,94,"[fantasy, family, comedy]",[US],-,5.4,4172
tm454156,In Family I Trust,MOVIE,2019,-,94,"[romance, comedy, european]",[ES],-,6.2,3194
ts221365,Criminal: Spain,SHOW,2019,TV-MA,40,"[crime, drama]",[ES],1,-,-
tm889679,Roped,MOVIE,2020,PG,90,"[drama, romance, family, comedy]",[US],-,5.4,1436
ts251560,Do Do Sol Sol La La Sol,SHOW,2020,-,60,"[comedy, drama, music, romance]",[KR],1,7.3,1539
tm502151,A Remarkable Tale,MOVIE,2019,PG,93,"[comedy, drama, european]",[ES],-,5.3,1251
ts223242,Was It Love?,SHOW,2020,TV-MA,69,"[drama, comedy, romance]",[KR],1,7.1,907
ts237773,Curon,SHOW,2020,TV-MA,50,"[scifi, drama]",[IT],1,-,-
ts268099,LEGO Marvel Avengers: Climate Conundrum,SHOW,2020,TV-Y7,39,"[animation, family, action]",[US],1,6.5,80
tm927286,Making The Witcher,MOVIE,2020,PG-13,37,[documentation],[GB],-,6.8,456
tm881162,Athlete A,MOVIE,2020,PG-13,104,"[documentation, crime, sport]",[US],-,7.6,10861
tm319139,Saaho,MOVIE,2019,-,171,"[thriller, action, crime, drama, romance]",[IN],-,5,19610
tm461159,Trouble,MOVIE,2019,-,88,"[action, family, comedy, music, animation]",[CA],-,5.8,3281
tm305433,Rocko's Modern Life: Static Cling,MOVIE,2019,-,45,"[animation, comedy, family, fantasy, scifi, action]",[US],-,6.9,3865
ts314529,Catch! Teenieping,SHOW,2020,TV-Y,12,[],[KR],2,-,-
tm980097,Holiday on Mars,MOVIE,2020,-,93,"[scifi, comedy]",[IT],-,2.7,583
ts237488,Blood & Water,SHOW,2020,TV-MA,48,[drama],[ZA],2,-,-
tm485801,So My Grandma's a Lesbian!,MOVIE,2019,-,94,"[comedy, romance, european]","[ES, PT]",-,4.3,1122
tm978401,Mosul,MOVIE,2019,-,86,"[drama, action, war]",[US],-,-,-
ts253722,Sing On!,SHOW,2020,TV-G,36,"[reality, music]",[US],1,6.4,399
ts268890,Lovestruck in the City,SHOW,2020,TV-14,30,"[drama, romance]",[KR],1,7.6,2372
tm835869,Jarhead: Law of Return,MOVIE,2019,R,103,[war],"[IL, US]",-,5.6,-
ts114080,Twice Upon a Time,SHOW,2019,-,48,"[drama, romance, scifi, thriller, comedy]",[FR],1,6.2,1020
ts219049,Til Death Do Us Part,SHOW,2019,TV-MA,44,"[scifi, documentation]",[TW],1,-,-
ts251512,Immigration Nation,SHOW,2020,TV-MA,63,[documentation],[US],1,7.4,1112
